,rank,asin,product_title,product_price,product_star_rating,product_num_ratings,product_url,product_photo,rank_change_label,country,page
18,19,B07CBWJHJZ,"K7 Total Security - 1 PC's, 3 Years (Email Delivery in 2 hours - No CD)",₹725.00,4.4,2402.0,https://www.amazon.in/dp/B07CBWJHJZ,"https://images-eu.ssl-images-amazon.com/images/I/51Naj0jsuZL._AC_UL900_SR900,600_.jpg",,IN,1
19,20,B073VLGMYZ,"Kaspersky Internet Security for Android Mobile Latest Version- 1 Device, 1 Year (Email Delivery in 1 Hour)",₹199.00,4.2,11906.0,https://www.amazon.in/dp/B073VLGMYZ,"https://images-eu.ssl-images-amazon.com/images/I/618S5Pqxi0L._AC_UL900_SR900,600_.jpg",,IN,1
20,21,B073VJVSCC,"Bitdefender - 1 Computer,1 Year - Total Security | Windows | Latest Version | Email Delivery In 2 Hours- No Cd |",₹320.00,4.4,12973.0,https://www.amazon.in/dp/B073VJVSCC,"https://images-eu.ssl-images-amazon.com/images/I/81+KsLxJa2L._AC_UL900_SR900,600_.jpg",,IN,1
21,22,B08C85B28L,Microsoft 365 Personal -1 TB of cloud storage - Advanced security - Innovative apps with AI - 12-Month Subscription - Windows,"₹5,599.00",4.4,2617.0,https://www.amazon.in/dp/B08C85B28L,"https://images-eu.ssl-images-amazon.com/images/I/51lb3P0hIPL._AC_UL900_SR900,600_.jpg",,IN,1
22,23,B0CDPG65DT,"BitDefender Total Security Latest Version (Windows / Mac / Android / iOS) - 3 Devices, 3 Years (Single Activation Code) (Emai",₹898.00,4.6,704.0,https://www.amazon.in/dp/B0CDPG65DT,"https://images-eu.ssl-images-amazon.com/images/I/71fX9xvoLxL._AC_UL900_SR900,600_.jpg",,IN,1
23,24,B075S4HJMY,"McAfee Total Protection 2025 | 1 Device, 3 Years | Antivirus Internet Security Software | Scam Protection & Identity Monitori","₹1,699.00",4.4,1253.0,https://www.amazon.in/dp/B075S4HJMY,"https://images-eu.ssl-images-amazon.com/images/I/51rSvnGsJzL._AC_UL900_SR900,600_.jpg",,IN,1
24,25,B073VJYGYZ,"Bitdefender - 1 Computer,1 Year - Antivirus Plus | Windows | Latest Version | Email Delivery In 2 Hours- No Cd |",₹149.00,4,2009.0,https://www.amazon.in/dp/B073VJYGYZ,"https://images-eu.ssl-images-amazon.com/images/I/810tg5PrmJS._AC_UL900_SR900,600_.jpg",,IN,1
25,26,B08B1SD2HZ,Kaspersky | Total Security | 1 Device | 1 Year | Email Delivery in 1 Hour,₹469.00,4.3,9953.0,https://www.amazon.in/dp/B08B1SD2HZ,"https://images-eu.ssl-images-amazon.com/images/I/61ykGuyH5DL._AC_UL900_SR900,600_.jpg",,IN,1
26,27,B08L7GCBG1,Kaspersky | Premium - Total Security (Ultimate Security) | 1 Device | 2 Years | Email Delivery in 1 Hour,₹749.00,4.6,820.0,https://www.amazon.in/dp/B08L7GCBG1,"https://images-eu.ssl-images-amazon.com/images/I/71wvxMSor0L._AC_UL900_SR900,600_.jpg",,IN,1
27,28,B073VMC9RZ,Quick Heal | Total Security | 1 User | 3 Years | AI Based Device Security for PC | Banking Protection | Parental Control| (Em,"₹2,292.00",4.4,14912.0,https://www.amazon.in/dp/B073VMC9RZ,"https://images-eu.ssl-images-amazon.com/images/I/61y2a2G3bXL._AC_UL900_SR900,600_.jpg",,IN,1
28,29,B0FK3TJ1CG,"Ms 365 Professional Plus with Copilot Ai | Exclusive 2026 Edition | (5 Devices, Lifetime Validity) for Win, iOS, macOS, iPADO","₹2,199.00",5,4.0,https://www.amazon.in/dp/B0FK3TJ1CG,"https://images-eu.ssl-images-amazon.com/images/I/71guKi9QWDL._AC_UL900_SR900,600_.jpg",,IN,1
29,30,B0C5XBG24H,Kaspersky | Internet Security | 1 Device | 2 Years | Email Delivery in 1 Hour,₹500.00,4.4,442.0,https://www.amazon.in/dp/B0C5XBG24H,"https://images-eu.ssl-images-amazon.com/images/I/61yk38icANL._AC_UL900_SR900,600_.jpg",,IN,1
30,31,B073VL49H8,Quick Heal | Total Security | 1 User | 1 Year | AI Based Device Security for Windows PC | Banking and Browsing Protection | D,"₹1,182.00",4.4,14912.0,https://www.amazon.in/dp/B073VL49H8,"https://images-eu.ssl-images-amazon.com/images/I/61pok8CXslL._AC_UL900_SR900,600_.jpg",,IN,1
31,32,B08C858V16,Microsoft 365 Family – 6 Devices- up to 6 TB of cloud storage (1 TB per person)- Advanced security - Innovative apps with AI ,"₹7,299.00",4.3,4923.0,https://www.amazon.in/dp/B08C858V16,"https://images-eu.ssl-images-amazon.com/images/I/51eITIFJzaL._AC_UL900_SR900,600_.jpg",,IN,1
32,33,B07B8NHL2S,"Bitdefender - 3 Computer,3 Years - Total Security | Windows | Latest Version | (Single Activation Code) Email Delivery in 2 H",₹898.00,4.4,12973.0,https://www.amazon.in/dp/B07B8NHL2S,"https://images-eu.ssl-images-amazon.com/images/I/81dKXrOXm6L._AC_UL900_SR900,600_.jpg",,IN,1
33,34,B073VKTK96,Quick Heal | Total Security | 2 Users | 3 Years | AI Based Device Security for Windows PC | Banking and Browsing Protection |,"₹2,869.00",4.4,14912.0,https://www.amazon.in/dp/B073VKTK96,"https://images-eu.ssl-images-amazon.com/images/I/610lPg9hOAL._AC_UL900_SR900,600_.jpg",,IN,1
34,35,B073VMC9RY,Quick Heal | Antivirus Pro | 1 user | 1 Year | AI Based Device Security for Laptop | Email and Browsing Protection (Email Del,₹454.00,4.3,12850.0,https://www.amazon.in/dp/B073VMC9RY,"https://images-eu.ssl-images-amazon.com/images/I/61enqjIAiGL._AC_UL900_SR900,600_.jpg",,IN,1
35,36,B073VJYFNJ,"Quick Heal Total Security Renewal Upgrade Silver Pack - 1 User, 1 Year (Email Delivery In 1 Hour- No Cd) Existing Single User",₹939.00,4.4,8418.0,https://www.amazon.in/dp/B073VJYFNJ,"https://images-eu.ssl-images-amazon.com/images/I/61qEUJgAdXL._AC_UL900_SR900,600_.jpg",,IN,1
36,37,B0846J7XJ9,"Net Protector NPAV Net Protector 2025 Total Security Gold Edition - 1 PC, 1 Year - (Email Delivery in 1 Hour - No CD)",₹398.00,4.2,1207.0,https://www.amazon.in/dp/B0846J7XJ9,"https://images-eu.ssl-images-amazon.com/images/I/51Wk8qnBJ+L._AC_UL900_SR900,600_.jpg",,IN,1
37,38,B0C3W3CJPR,Kaspersky | Premium - Total Security (Ultimate Security) | 1 Device | 3 Years | Email Delivery in 1 Hour,"₹1,299.00",4.6,406.0,https://www.amazon.in/dp/B0C3W3CJPR,"https://images-eu.ssl-images-amazon.com/images/I/71wvxMSor0L._AC_UL900_SR900,600_.jpg",,IN,1
38,39,B0FK3F973M,"MS Professional Plus LTSC 2024 (Complete Suite) | NEW 2025 Released | Retail License Key for Windows 10/11 (1 User/PC, Lifeti","₹1,999.00",4.4,11.0,https://www.amazon.in/dp/B0FK3F973M,"https://images-eu.ssl-images-amazon.com/images/I/61qsg3jGiDL._AC_UL900_SR900,600_.jpg",,IN,1
39,40,B081HKDDQW,Quick Heal | Antivirus Pro – Renewal Pack | 1 user | 3 Years | Email Delivery in 1 Hour - no CD | Existing Quick Heal Single ,₹839.00,4.3,3593.0,https://www.amazon.in/dp/B081HKDDQW,"https://images-eu.ssl-images-amazon.com/images/I/61UNonG582L._AC_UL900_SR900,600_.jpg",,IN,1
40,41,B08B1RS45K,Kaspersky | Premium - Total Security (Ultimate Security) | 3 Devices | 1 Year | Email Delivery in 1 Hour,₹799.00,4.3,353.0,https://www.amazon.in/dp/B08B1RS45K,"https://images-eu.ssl-images-amazon.com/images/I/71wvxMSor0L._AC_UL900_SR900,600_.jpg",,IN,1
41,42,B0FKP8NZCM,Ms Pro Plus LTSC 2024 Full Edition (100% Genuine) (New 2025 Updated) Lifetime Retail Key for Win (1 PC/User) | Reinstall Anyt,"₹1,999.00",3.4,6.0,https://www.amazon.in/dp/B0FKP8NZCM,"https://images-eu.ssl-images-amazon.com/images/I/61JPOQd0bsL._AC_UL900_SR900,600_.jpg",,IN,1
42,43,B0FHKDFGQ6,Win 11 Pro win 10 pro Product License Key - 1 User Lifetime Validity (Quick Email Delivery) 32 Bit | 64 Bit,₹345.00,3.6,3.0,https://www.amazon.in/dp/B0FHKDFGQ6,"https://images-eu.ssl-images-amazon.com/images/I/51TO7Fe+XAL._AC_UL900_SR900,600_.jpg",,IN,1
43,44,B083WNLMY6,Guardian Antivirus Total Security With Anti-Ransomware- 1Pc/1Year (Email Delivery In 2 Hours- No Cd),₹330.00,4.3,825.0,https://www.amazon.in/dp/B083WNLMY6,"https://images-eu.ssl-images-amazon.com/images/I/619FeGlgOyL._AC_UL900_SR900,600_.jpg",,IN,1
44,45,B0FDX9WHJN,"TECHLOCKER Win 11 Pro Online License Key Motherboard Bind (1 User/PC, Lifetime Validity) 32/64 Bit | Unlimited Reinstallation",₹949.00,5,34.0,https://www.amazon.in/dp/B0FDX9WHJN,"https://images-eu.ssl-images-amazon.com/images/I/61NWkJkn9NL._AC_UL900_SR900,600_.jpg",,IN,1
45,46,B085LHBMJD,"Net Protector Antivirus Pro 2025 - 1 PC 1 Year, (Email delivery in 1 Hour- No CD)",₹280.00,4.2,921.0,https://www.amazon.in/dp/B085LHBMJD,"https://images-eu.ssl-images-amazon.com/images/I/71xUzoOXVYL._AC_UL900_SR900,600_.jpg",,IN,1
46,47,B0DQQ3TFQB,"Quick Heal Total Security Latest Version for Android - 1 Device, 3 Years Email Delivery In 1 Hour- No Cd",₹329.00,4.1,76.0,https://www.amazon.in/dp/B0DQQ3TFQB,"https://images-eu.ssl-images-amazon.com/images/I/61X7UiQdo8L._AC_UL900_SR900,600_.jpg",,IN,1
47,48,B09J52FGYY,Apple - App Store Code - For India - Delivered via Email,"₹10,000.00",2.7,28.0,https://www.amazon.in/dp/B09J52FGYY,"https://images-eu.ssl-images-amazon.com/images/I/61oGeVY8LjL._AC_UL900_SR900,600_.jpg",,IN,1
48,49,B0FKNSMZ1C,"Win 11 & 10 Pro Retail Product License Key (Latest 2025 Edition) (1 User/PC, Lifetime Validity) 32/64 bit | Unlimited Reinsta",₹899.00,5,5.0,https://www.amazon.in/dp/B0FKNSMZ1C,"https://images-eu.ssl-images-amazon.com/images/I/61JY6u0f8GL._AC_UL900_SR900,600_.jpg",,IN,1
49,50,B07KCDBL3Q,"K7 Security K7 Total Security Latest Version, 3 Pc's, 1 Year (Email Delivery In 2 Hours, No Cd)",₹725.00,4.2,1137.0,https://www.amazon.in/dp/B07KCDBL3Q,"https://images-eu.ssl-images-amazon.com/images/I/51Naj0jsuZL._AC_UL900_SR900,600_.jpg",,IN,1
50,51,B088GG3DPG,Kaspersky | Internet Security | 1 Device | 3 Years | Email Delivery in 1 Hour,₹849.00,4.5,3304.0,https://www.amazon.in/dp/B088GG3DPG,"https://images-eu.ssl-images-amazon.com/images/I/61twIGQHstL._AC_UL900_SR900,600_.jpg",,IN,2
51,52,B088GD41DY,Kaspersky Standard Security 2025 | 1 Device | 1 Year | Email Delivery in 1 Hour,₹299.00,4.3,454.0,https://www.amazon.in/dp/B088GD41DY,"https://images-eu.ssl-images-amazon.com/images/I/71YwFe8Ox3L._AC_UL900_SR900,600_.jpg",,IN,2
52,53,B07CMYRGMH,Npav | Net Protector | Total Security | Latest Version | 1 Pc | 1 Year | Email Delivery In 1 Hour - No Cd,₹399.00,4.2,2533.0,https://www.amazon.in/dp/B07CMYRGMH,"https://images-eu.ssl-images-amazon.com/images/I/81S2rMgfqhL._AC_UL900_SR900,600_.jpg",,IN,2
53,54,B0CG9JML21,"Bitdefender 3 Device, 1 Year - Total Mobile Security | Android & iOS | Latest Version |(Single Activation Code) - [Email Deli",₹253.00,4.2,140.0,https://www.amazon.in/dp/B0CG9JML21,"https://images-eu.ssl-images-amazon.com/images/I/811zSOpydOL._AC_UL900_SR900,600_.jpg",,IN,2
54,55,B0CR6KQ8TF,"Bitdefender - 1 Device,1 Year - Mobile Security | Android | Latest Version | Email Delivery in 2 Hours- No CD |",₹94.00,4.4,963.0,https://www.amazon.in/dp/B0CR6KQ8TF,"https://images-eu.ssl-images-amazon.com/images/I/71M1HiAgbbL._AC_UL900_SR900,600_.jpg",,IN,2
55,56,B0DPQ2R9SD,Microsoft Office Home 2024 - Lifetime Validity - Email Delivery in 3 hours,"₹7,738.00",4.5,75.0,https://www.amazon.in/dp/B0DPQ2R9SD,"https://images-eu.ssl-images-amazon.com/images/I/61WwdEbasFL._AC_UL900_SR900,600_.jpg",,IN,2
56,57,B0DQPYGCGV,Quick Heal | Antivirus Pro – Renewal Pack | 1 user | 1 Years | Email Delivery in 1 Hour - no CD | Existing Quick Heal Single ,₹395.00,3.8,37.0,https://www.amazon.in/dp/B0DQPYGCGV,"https://images-eu.ssl-images-amazon.com/images/I/61jWpystTTL._AC_UL900_SR900,600_.jpg",,IN,2
57,58,B0FM42F66T,"Ms Home 2024 for MacOS (New 2025 Updated Edition) | Lifetime License for all Mac (Supports M1, M2, M3, M4) | Pre-Activated | ","₹2,399.00",5,2.0,https://www.amazon.in/dp/B0FM42F66T,"https://images-eu.ssl-images-amazon.com/images/I/61Xg4zlHiOL._AC_UL900_SR900,600_.jpg",,IN,2
58,59,B07PS3XFSH,Norton Mobile Security - 1 Device - 1 Year (Email Delivery in 2 Hours - No CD),₹199.00,4.1,130.0,https://www.amazon.in/dp/B07PS3XFSH,"https://images-eu.ssl-images-amazon.com/images/I/81Gp6p83Q3L._AC_UL900_SR900,600_.jpg",,IN,2
59,60,B0D4VHZ6BZ,"McAfee Total Protection 2024 | 3 Devices, 2 Years | Antivirus Internet Security Software | Password Manager & Dark Web Monito","₹1,899.00",4.4,53.0,https://www.amazon.in/dp/B0D4VHZ6BZ,"https://images-eu.ssl-images-amazon.com/images/I/71vI9BNCWVL._AC_UL900_SR900,600_.jpg",,IN,2
60,61,B073VMC9S1,"Quick Heal Total Security - 2 PCs, 1 Year | AI Based Device Security for Windows PC | Banking and Browsing Protection | Dark ","₹1,463.00",4.4,14912.0,https://www.amazon.in/dp/B073VMC9S1,"https://images-eu.ssl-images-amazon.com/images/I/61UYfvsgWZL._AC_UL900_SR900,600_.jpg",,IN,2
61,62,B073VJYH6X,"Quick Heal Antivirus Pro Latest Version - 2 PCs, 1 Year | AI Based Device Security for Laptop | Email and Browsing Protection",₹669.00,4.3,12850.0,https://www.amazon.in/dp/B073VJYH6X,"https://images-eu.ssl-images-amazon.com/images/I/61JvzucNPuL._AC_UL900_SR900,600_.jpg",,IN,2
62,63,B086XT4BH2,"Norton 360 Standard |1 User 3 Year|Total Security For Pc,Mac, Android Or Ios |Additionally Includes Password Manager, Pc Clou","₹1,499.00",4.2,2668.0,https://www.amazon.in/dp/B086XT4BH2,"https://images-eu.ssl-images-amazon.com/images/I/61cx1hVm7nL._AC_UL900_SR900,600_.jpg",,IN,2
63,64,B07CBWJSVS,"K7 Security K7, Total Security, 1 User, 13 Months, Email Delivery In 2 Hours, No Cd",₹395.00,4.2,6054.0,https://www.amazon.in/dp/B07CBWJSVS,"https://images-eu.ssl-images-amazon.com/images/I/61i7FgSfhxL._AC_UL900_SR900,600_.jpg",,IN,2
64,65,B073VKKNN6,"Quick Heal Antivirus Pro Latest Version - 2 PCs, 3 Years | AI Based Device Security for Laptop | Email and Browsing Protectio","₹1,327.00",4.3,12850.0,https://www.amazon.in/dp/B073VKKNN6,"https://images-eu.ssl-images-amazon.com/images/I/61sNcI+zmvL._AC_UL900_SR900,600_.jpg",,IN,2
65,66,B096BLH25W,"Norton Antivirus Plus | 1 User 3 Years |Additionally Includes Smart Firewall, Password Manager & PC Cloud Back Up | PC & Mac ",₹879.00,4.2,679.0,https://www.amazon.in/dp/B096BLH25W,"https://images-eu.ssl-images-amazon.com/images/I/713WbmKSugL._AC_UL900_SR900,600_.jpg",,IN,2
66,67,B0DKNFNW86,CCleaner Professional for Windows | 1 Device 3 Year | Boost your PC's performance | Email Delivery in 2 hours.,₹379.00,4.3,27.0,https://www.amazon.in/dp/B0DKNFNW86,"https://images-eu.ssl-images-amazon.com/images/I/61nzXHsG9RL._AC_UL900_SR900,600_.jpg",,IN,2
67,68,B0FC35Y4G3,TECHLOCKER MSO Professional Plus 2021 Retail Lifetime License Key Only & Updates | Phone Offline Activation | For Win 10 or 1,₹949.00,4.9,14.0,https://www.amazon.in/dp/B0FC35Y4G3,"https://images-eu.ssl-images-amazon.com/images/I/51wtP-pHhuL._AC_UL900_SR900,600_.jpg",,IN,2
68,69,B0C3W45MWD,Kaspersky | Premium - Total Security (Ultimate Security) | 3 Devices | 3 Years | Email Delivery in 1 Hour,"₹2,299.00",4.4,105.0,https://www.amazon.in/dp/B0C3W45MWD,"https://images-eu.ssl-images-amazon.com/images/I/71wvxMSor0L._AC_UL900_SR900,600_.jpg",,IN,2
69,70,B07B8MLKTP,"Bitdefender - 1 Computer,3 Years - Antivirus Plus | Windows | Latest Version | Email Delivery in 2 Hours- No CD |",₹379.00,3.9,4180.0,https://www.amazon.in/dp/B07B8MLKTP,"https://images-eu.ssl-images-amazon.com/images/I/81zvL6zv8oL._AC_UL900_SR900,600_.jpg",,IN,2
70,71,B0FLYGYYJX,MS 2021 Professional Plus Edition | (1 User) Retail License Key | Lifetime Validity for Windows PC | New Version | Lifetime R,"₹1,599.00",5,2.0,https://www.amazon.in/dp/B0FLYGYYJX,"https://images-eu.ssl-images-amazon.com/images/I/51c1GeDsTZL._AC_UL900_SR900,600_.jpg",,IN,2
71,72,B07CHMP7J1,NPAV | Net Protector | Total Security | Latest Version | 1 PC | 3 Years | Email Delivery in 1 Hour - No CD,₹999.00,4.3,699.0,https://www.amazon.in/dp/B07CHMP7J1,"https://images-eu.ssl-images-amazon.com/images/I/81k9lkANjBL._AC_UL900_SR900,600_.jpg",,IN,2
72,73,B07FN8GFQP,"eScan Anti-Virus with Total Protection Version 11 - 1 PC, 1 Year (Email Delivery in 2 Hours - No CD)",₹175.00,4.1,789.0,https://www.amazon.in/dp/B07FN8GFQP,"https://images-eu.ssl-images-amazon.com/images/I/71aM5iFICmL._AC_UL900_SR900,600_.jpg",,IN,2
73,74,B0FF4JVYDQ,Kaspersky Premium Security 2025 | 1 Device | 1 Year | Digital Download | Email Delivery - No CD,₹398.00,4.5,2.0,https://www.amazon.in/dp/B0FF4JVYDQ,"https://images-eu.ssl-images-amazon.com/images/I/71EYvXOy8KL._AC_UL900_SR900,600_.jpg",,IN,2
74,75,B0FJSC2Y8P,"AutoCAD (2026) with Ai Software 5-Year Official Subscription (1 User, 3 Devices) (For Windows, MacOS, Android, iOS, M1, M2, M","₹4,899.00",4.7,6.0,https://www.amazon.in/dp/B0FJSC2Y8P,"https://images-eu.ssl-images-amazon.com/images/I/61JLttY5TqL._AC_UL900_SR900,600_.jpg",,IN,2
75,76,B01AJGAAHW,Quick Heal | Total Security | Latest Version | 2 Users | 3 Years (Physical Box),"₹2,679.00",4.3,5650.0,https://www.amazon.in/dp/B01AJGAAHW,"https://images-eu.ssl-images-amazon.com/images/I/51lncpsguRL._AC_UL900_SR900,600_.jpg",,IN,2
76,77,B0FM49Z24X,"MS 365 Enterprise Copilot Edition with Chat Gpt 5.0 intergrated in Apps | New 2025 Exclusive Edition | (5 Devices, Lifetime V","₹3,299.00",5,3.0,https://www.amazon.in/dp/B0FM49Z24X,"https://images-eu.ssl-images-amazon.com/images/I/71iZsXshhOL._AC_UL900_SR900,600_.jpg",,IN,2
77,78,B079KPY3H6,"ESET Home Security Essential (Internet Security) 1 User, 1 Year (Email Delivery - No CD)",₹500.00,4.5,1695.0,https://www.amazon.in/dp/B079KPY3H6,"https://images-eu.ssl-images-amazon.com/images/I/81N092Nr5aL._AC_UL900_SR900,600_.jpg",,IN,2
78,79,B073VJYG4Q,Kaspersky Plus Security 2025 | 1 Device | 1 Year | Email Delivery in 1 Hour,₹399.00,4.1,2288.0,https://www.amazon.in/dp/B073VJYG4Q,"https://images-eu.ssl-images-amazon.com/images/I/71XcwZ6p4nL._AC_UL900_SR900,600_.jpg",,IN,2
79,80,B0DQQ534GS,"Quick Heal Total Security Latest Version for Android - 1 Device, 1 Year (Email Delivery In 1 Hour- No CD)",₹179.00,4.1,63.0,https://www.amazon.in/dp/B0DQQ534GS,"https://images-eu.ssl-images-amazon.com/images/I/611aEoC959L._AC_UL900_SR900,600_.jpg",,IN,2
80,81,B08XC58PBG,"K7 Ultimate Security Infiniti Antivirus 2025| Lifetime Validity, 5 Devices|Threat Protection,Internet Security,Data Backup,Mo","₹2,971.00",4.3,649.0,https://www.amazon.in/dp/B08XC58PBG,"https://images-eu.ssl-images-amazon.com/images/I/71uYMkAXucL._AC_UL900_SR900,600_.jpg",,IN,2
81,82,B0BWS96MGV,Kaspersky | Anti-Virus | 1 Device | 2 Years | Email Delivery in 1 Hour,₹500.00,4.5,81.0,https://www.amazon.in/dp/B0BWS96MGV,"https://images-eu.ssl-images-amazon.com/images/I/61Gx-p-aosL._AC_UL900_SR900,600_.jpg",,IN,2
82,83,B0CQR8C43D,"K7 Security K7 Antivirus Premium 1 Device 3 Years, Powered By MAT (Artificial Intelligence), Smart Firewall, Real-time Protec",₹498.00,4.2,123.0,https://www.amazon.in/dp/B0CQR8C43D,"https://images-eu.ssl-images-amazon.com/images/I/61SGGiU0g5L._AC_UL900_SR900,600_.jpg",,IN,2
83,84,B07VCHY568,"McAfee Internet Security 2025 | 1 Device, 1 Year | Antivirus Internet Security Software | Email Delivery",₹499.00,4.2,457.0,https://www.amazon.in/dp/B07VCHY568,"https://images-eu.ssl-images-amazon.com/images/I/61Qb7L6d84L._AC_UL900_SR900,600_.jpg",,IN,2
84,85,B07BMWRFTT,"Bitdefender - 5 Devices,3 Years - Total Security | Windows| Mac| Android|iOS | Latest Version |(Single Activation Code) Email","₹1,960.00",4.3,395.0,https://www.amazon.in/dp/B07BMWRFTT,"https://images-eu.ssl-images-amazon.com/images/I/81DQwt4jV+L._AC_UL900_SR900,600_.jpg",,IN,2
